_Antwort-ID;Resume-Code;Start;Datum und Zeit;Teilnahmestatus;1. Welche Rolle haben Sie?;5. Bitte beantworten Sie die unten stehenden Fragen.;In unserem Team ist allen klar, was wir erreichen wollen.;Wir können uns aufeinander verlassen.;Wir treffen uns ausreichend häufig, um effektiv zu kommunizieren und die Aufgaben zu koordinieren.;Die Teammitglieder bieten einander bei auftretenden Schwierigkeiten oder Engpässen Hilfe an.;Alle sind jederzeit aufgeschlossen gegenüber neuen Ideen.;Alle können offen über Fehler sprechen.;Unser Team überprüft regelmäßig den Fortschritt bei der Erreichung gesetzter Ziele.;Die Teamleitung ist für die Teammitglieder ausreichend ansprechbar, um Probleme oder Schwierigkeiten zu diskutieren.;Die Teamleitung ist aufgeschlossen ggü. Verbesserungsvorschlägen der Teammitglieder.;Die Teamleitung macht jederzeit deutlich, welche Ergebnisse und Leistungen erwartet werden.;Wenn es besonders schwierige oder anstrengende Projekte gibt, ermutigt und unterstützt die Teamleitung das Team.;Die Teamleitung erkennt gute Leistungen und besondere Anstrengungen an.;6. Wie wohl fühlen Sie sich im Team auf einer Skala von 1 (sehr unwohl) bis 10 (sehr wohl);8. Mit welchen Schlagworten / Adjektiven würden Sie die Stimmung im Team beschreiben?;9. Welche Konflikte existieren in ihrem Team?;10. Wie würden Sie ihr Verhältnis zu ihrem direkten Vorgesetzen charakterisieren?
64038277;3D125E9;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Teamleiter;;3;1;3;4;3;2;5;3;2;5;5;1;3;;;mir egal was der von mir denkt, ich bin der dickste Fisch im teich, das wird er bald merken
64038278;3D125EA;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;5;4;2;5;5;5;2;2;3;1;3;8;;Es gibt eig keine Konflikte, alle haben sich hier gegenseitig lieb;
64038279;3D125EB;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;1;3;2;3;5;4;1;1;1;5;2;2;tolles Team;Es ist sehr schön hier und deswegen gibt es auch keine Konflikte;
64038280;3D125EC;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Teamleiter;;3;3;3;4;2;2;4;4;1;3;1;2;2;supidupi!;;Geiler Typ
64038281;3D125ED;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;4;5;4;3;4;1;5;4;5;2;5;1;6;kollegial, freundschaftlich;;Toller mensch
64038282;3D125EE;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;5;1;1;1;2;3;1;5;3;2;2;9;;persönliche Konflikte existieren;menschlich und fachlich ein super kerl
64038283;3D125EF;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;1;3;5;4;1;5;5;3;1;3;2;1;6;;;Der beste chef de ich je Hatte
64038284;3D125F0;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;4;4;4;3;3;3;2;3;2;2;4;2;7;chaotisch, man wird hier fertig gemacht;;Ich mag ihn ehr gerne
64038285;3D125F1;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;4;2;5;5;5;4;5;5;5;3;2;5;8;super nette Kollegen;;sehr hilfbereit und zuvorkommend
64038286;3D125F2;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;5;3;4;1;5;3;3;1;2;4;4;2;7;ganz schlimm;Es gibt eig keine Konflikte, alle haben sich hier gegenseitig lieb;
64038287;3D125F3;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;5;2;2;2;5;2;2;4;4;4;5;2;8;sehr schlecht;Es ist sehr schön hier und deswegen gibt es auch keine Konflikte;
64038288;3D125F4;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;4;5;3;3;4;3;1;2;5;4;5;3;8;sehr sehr sehr schlecht;;
64038289;3D125F5;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;5;5;5;3;2;5;3;2;2;5;1;3;9;schlimmer geht’s nimmer;;geiler Typ!
64038290;3D125F6;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;1;1;2;4;2;4;5;2;2;4;3;5;10;könnte besser sein;;
64038291;3D125F7;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;2;2;3;3;1;2;2;5;4;5;4;1;8;super toll hervorragend;;
64038292;3D125F8;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;1;5;4;4;3;4;3;1;2;3;1;3;9;wahnsinnig toll;Es gibt eig keine Konflikte, alle haben sich hier gegenseitig lieb;
64038293;3D125F9;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;4;4;3;3;4;2;4;4;4;5;4;4;10;;Es ist sehr schön hier und deswegen gibt es auch keine Konflikte;
64038294;3D125FA;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;2;3;1;4;1;2;4;4;5;3;1;2;8;harmonisch;;
64038295;3D125FB;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;2;4;4;5;5;3;4;5;5;5;5;1;;ich werde hier gemobbt!!;
64038296;3D125FC;19.06.2019 09:26;19.06.2019 09:26;teilgenommen und beendet;Mitarbeiter;;1;3;5;5;3;1;1;3;2;3;3;2;3;;ich werde hier gemobbt!!;
