_Antwort-ID;Resume-Code;Start;Datum und Zeit;Teilnahmestatus;1. Welche Rolle haben Sie?;5. Bitte beantworten Sie die unten stehenden Fragen.;In unserem Team ist allen klar, was wir erreichen wollen.;Wir können uns aufeinander verlassen.;Wir treffen uns ausreichend häufig, um effektiv zu kommunizieren und die Aufgaben zu koordinieren.;Die Teammitglieder bieten einander bei auftretenden Schwierigkeiten oder Engpässen Hilfe an.;Alle sind jederzeit aufgeschlossen gegenüber neuen Ideen.;Alle können offen über Fehler sprechen.;Unser Team überprüft regelmäßig den Fortschritt bei der Erreichung gesetzter Ziele.;Die Teamleitung ist für die Teammitglieder ausreichend ansprechbar, um Probleme oder Schwierigkeiten zu diskutieren.;Die Teamleitung ist aufgeschlossen ggü. Verbesserungsvorschlägen der Teammitglieder.;Die Teamleitung macht jederzeit deutlich, welche Ergebnisse und Leistungen erwartet werden.;Wenn es besonders schwierige oder anstrengende Projekte gibt, ermutigt und unterstützt die Teamleitung das Team.;Die Teamleitung erkennt gute Leistungen und besondere Anstrengungen an.;6. Wie wohl fühlen Sie sich im Team auf einer Skala von 1 (sehr unwohl) bis 10 (sehr wohl);8. Mit welchen Schlagworten / Adjektiven würden Sie die Stimmung im Team beschreiben?;9. Welche Konflikte existieren in ihrem Team?;10. Wie würden Sie ihr Verhältnis zu ihrem direkten Vorgesetzen charakterisieren?
64038257;3D125D5;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Teamleiter;;3;3;5;1;4;1;4;4;3;1;1;1;7;miserabel;;der denkt er kann mir in die Suppe spucken, aber dem wird ichs schon noch zeigen
64038258;3D125D6;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;1;1;2;3;2;4;2;2;3;5;3;5;4;chaotisch;;
64038259;3D125D7;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;5;3;3;1;3;4;3;5;3;2;1;2;7;;;
64038260;3D125D8;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Teamleiter;;3;2;1;4;2;4;1;3;2;2;3;2;8;katastrophal;;
64038261;3D125D9;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;3;5;1;1;2;3;5;5;4;5;1;3;8;;;
64038262;3D125DA;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;2;1;4;1;1;1;2;1;3;1;3;1;6;;;
64038263;3D125DB;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;4;2;1;1;5;4;4;4;2;4;2;3;2;;;
64038264;3D125DC;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;2;5;5;3;2;5;2;1;4;1;3;2;10;;;Teamleiter hat keine Ahnung von der Materie
64038265;3D125DD;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;1;2;1;5;1;3;2;4;3;2;2;3;6;;;
64038266;3D125DE;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;5;3;2;5;3;1;5;4;3;4;1;4;10;;Kollegen wollen alles im Alleingang machen;
64038267;3D125DF;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;1;3;4;5;2;5;1;4;4;4;5;2;9;;;sehr guter Chef, wir verstehen uns prima
64038268;3D125E0;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;3;2;1;1;4;3;3;4;1;1;4;2;10;;;
64038269;3D125E1;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;3;1;2;2;5;5;4;1;2;2;4;2;3;;;
64038270;3D125E2;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;4;2;2;1;1;4;4;3;2;5;2;2;10;;;
64038271;3D125E3;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;5;4;1;4;4;1;3;5;1;4;1;4;10;;;
64038272;3D125E4;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;2;3;3;2;3;4;2;2;4;1;1;4;1;;;
64038273;3D125E5;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;4;1;5;2;4;1;5;5;2;3;3;1;2;;;
64038274;3D125E6;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;5;2;2;4;1;4;5;1;2;2;2;2;4;;;
64038275;3D125E7;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;1;5;5;3;4;5;3;3;2;1;2;3;10;;;
64038276;3D125E8;20.12.2018 09:26;20.12.2018 09:26;teilgenommen und beendet;Mitarbeiter;;1;3;2;4;3;2;5;2;4;2;1;5;6;;;
