MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
16;14.11.2019;4:27 PM;46;1;0
5;11.11.2019;11:46 AM;46;1;0
3;11.11.2019;5:09 PM;46;0;0
8;11.11.2019;3:30 PM;46;1;1
16;15.11.2019;10:26 AM;46;1;0
1;12.11.2019;4:45 PM;46;1;0
16;13.11.2019;1:53 PM;46;0;1
3;11.11.2019;1:51 PM;46;1;1
5;15.11.2019;12:19 PM;46;0;1
1;15.11.2019;10:27 AM;46;1;1
1;15.11.2019;9:10 AM;46;1;1
14;12.11.2019;7:54 AM;46;1;0
19;14.11.2019;7:57 AM;46;1;0
18;13.11.2019;9:03 AM;46;1;0
3;13.11.2019;2:35 PM;46;0;1
4;13.11.2019;8:55 AM;46;0;1
12;11.11.2019;2:38 PM;46;0;0
2;11.11.2019;1:42 PM;46;1;0
5;12.11.2019;10:23 AM;46;0;0
12;14.11.2019;2:38 PM;46;0;0
3;15.11.2019;9:54 AM;46;0;0
4;12.11.2019;4:49 PM;46;0;0
12;11.11.2019;9:36 AM;46;1;0
4;12.11.2019;7:46 AM;46;1;0
3;13.11.2019;4:46 PM;46;0;1
14;14.11.2019;2:59 PM;46;1;0
8;15.11.2019;9:16 AM;46;1;1
7;15.11.2019;11:19 AM;46;0;0
2;14.11.2019;10:15 AM;46;0;1
10;14.11.2019;7:57 AM;46;0;1
8;13.11.2019;11:33 AM;46;1;0
9;12.11.2019;9:09 AM;46;1;1
1;15.11.2019;10:09 AM;46;1;0
12;15.11.2019;2:43 PM;46;0;1
11;12.11.2019;11:15 AM;46;1;0
20;13.11.2019;12:03 PM;46;1;1
15;14.11.2019;1:49 PM;46;1;1
17;14.11.2019;12:22 PM;46;0;0
3;13.11.2019;11:47 AM;46;0;1
5;14.11.2019;5:14 PM;46;1;0
1;14.11.2019;8:19 AM;46;0;0
4;11.11.2019;9:53 AM;46;1;0
15;13.11.2019;1:06 PM;46;1;0
9;11.11.2019;11:23 AM;46;0;0
16;14.11.2019;1:24 PM;46;0;1
7;12.11.2019;10:35 AM;46;1;1
11;15.11.2019;10:45 AM;46;0;1
10;12.11.2019;3:04 PM;46;1;1
2;11.11.2019;2:06 PM;46;0;1
4;12.11.2019;2:42 PM;46;0;0
11;13.11.2019;7:34 AM;46;0;0
16;12.11.2019;3:58 PM;46;0;0
6;15.11.2019;11:27 AM;46;0;1
20;12.11.2019;12:56 PM;46;1;0
19;11.11.2019;1:11 PM;46;0;0
3;12.11.2019;3:22 PM;46;1;0
14;11.11.2019;9:23 AM;46;0;1
8;15.11.2019;11:02 AM;46;0;1
13;12.11.2019;4:44 PM;46;1;1
6;12.11.2019;11:06 AM;46;1;1
5;13.11.2019;5:04 PM;46;0;1
15;12.11.2019;2:35 PM;46;1;1
18;13.11.2019;9:41 AM;46;0;0
14;14.11.2019;7:30 AM;46;0;0
15;12.11.2019;2:43 PM;46;0;0
15;13.11.2019;4:24 PM;46;0;1
12;11.11.2019;11:04 AM;46;0;1
6;13.11.2019;1:04 PM;46;1;0
14;13.11.2019;9:34 AM;46;0;0
16;13.11.2019;7:45 AM;46;0;1
17;12.11.2019;8:15 AM;46;1;0
17;15.11.2019;2:32 PM;46;1;1
10;14.11.2019;4:47 PM;46;1;0
14;14.11.2019;9:25 AM;46;1;0
10;13.11.2019;12:39 PM;46;1;0
15;11.11.2019;12:11 PM;46;1;0
12;15.11.2019;9:30 AM;46;0;1
13;13.11.2019;5:11 PM;46;0;0
10;12.11.2019;7:39 AM;46;0;1
2;11.11.2019;9:04 AM;46;1;1
17;15.11.2019;3:53 PM;46;1;0
10;14.11.2019;3:41 PM;46;0;1
10;15.11.2019;8:58 AM;46;1;1
17;11.11.2019;12:31 PM;46;0;0
6;15.11.2019;3:17 PM;46;0;1
4;15.11.2019;10:37 AM;46;1;1
14;13.11.2019;2:46 PM;46;1;1
6;13.11.2019;1:17 PM;46;1;0
12;11.11.2019;4:35 PM;46;0;1
1;13.11.2019;2:51 PM;46;0;0
15;15.11.2019;10:51 AM;46;1;0
5;12.11.2019;10:12 AM;46;0;1
13;15.11.2019;4:42 PM;46;0;0
18;11.11.2019;8:18 AM;46;0;0
2;15.11.2019;12:46 PM;46;0;0
13;12.11.2019;11:19 AM;46;0;0
2;11.11.2019;1:40 PM;46;0;0
11;13.11.2019;7:42 AM;46;1;1
14;14.11.2019;7:41 AM;46;0;0
7;12.11.2019;8:23 AM;46;1;0
20;15.11.2019;1:07 PM;46;0;0
10;13.11.2019;10:07 AM;46;0;1
14;11.11.2019;4:49 PM;46;1;0
7;13.11.2019;2:03 PM;46;1;0
19;12.11.2019;10:30 AM;46;0;0
15;13.11.2019;3:44 PM;46;0;1
5;15.11.2019;9:23 AM;46;1;1
2;13.11.2019;9:25 AM;46;0;1
13;11.11.2019;11:00 AM;46;0;1
17;13.11.2019;7:33 AM;46;0;0
12;14.11.2019;1:23 PM;46;1;1
16;15.11.2019;9:53 AM;46;0;0
10;15.11.2019;8:56 AM;46;0;1
20;11.11.2019;12:38 PM;46;1;1
19;13.11.2019;11:43 AM;46;0;1
6;14.11.2019;2:54 PM;46;0;1
13;15.11.2019;10:58 AM;46;1;0
16;11.11.2019;8:25 AM;46;1;1
12;11.11.2019;4:13 PM;46;0;1
4;11.11.2019;1:23 PM;46;0;1
2;14.11.2019;3:45 PM;46;0;1
15;13.11.2019;9:38 AM;46;0;0
5;11.11.2019;8:27 AM;46;1;1
1;15.11.2019;11:39 AM;46;1;0
2;12.11.2019;10:48 AM;46;0;1
17;12.11.2019;10:38 AM;46;1;0
7;11.11.2019;12:57 PM;46;1;0
17;15.11.2019;11:03 AM;46;1;0
1;14.11.2019;8:33 AM;46;1;1
8;14.11.2019;9:40 AM;46;0;0
5;13.11.2019;9:21 AM;46;1;1
2;14.11.2019;4:28 PM;46;0;0
10;15.11.2019;12:55 PM;46;0;0
9;15.11.2019;3:20 PM;46;1;1
2;15.11.2019;2:55 PM;46;1;0
13;12.11.2019;9:59 AM;46;0;0
3;11.11.2019;2:32 PM;46;0;0
9;15.11.2019;9:44 AM;46;1;0
4;11.11.2019;9:10 AM;46;1;0
9;12.11.2019;7:58 AM;46;0;0
3;14.11.2019;3:42 PM;46;1;1
13;15.11.2019;7:47 AM;46;0;1
10;12.11.2019;11:35 AM;46;0;0
6;14.11.2019;1:31 PM;46;0;0
18;13.11.2019;12:47 PM;46;1;1
9;11.11.2019;10:55 AM;46;0;1
18;13.11.2019;4:42 PM;46;0;1
6;13.11.2019;1:26 PM;46;1;1
19;12.11.2019;9:40 AM;46;1;1
2;15.11.2019;2:43 PM;46;1;0
11;14.11.2019;8:13 AM;46;0;0
14;15.11.2019;4:20 PM;46;1;1
15;12.11.2019;8:42 AM;46;1;0
16;13.11.2019;3:09 PM;46;0;1
14;13.11.2019;2:13 PM;46;1;1
10;15.11.2019;2:32 PM;46;1;1
20;12.11.2019;1:25 PM;46;0;0
10;15.11.2019;1:27 PM;46;0;1
14;11.11.2019;12:15 PM;46;1;1
8;15.11.2019;12:45 PM;46;0;1
20;13.11.2019;8:21 AM;46;1;1
9;11.11.2019;4:17 PM;46;1;0
2;15.11.2019;2:14 PM;46;1;0
3;14.11.2019;7:54 AM;46;1;0
9;13.11.2019;10:55 AM;46;1;0
16;14.11.2019;12:02 PM;46;1;1
9;11.11.2019;1:50 PM;46;1;0
11;15.11.2019;4:16 PM;46;0;1
7;15.11.2019;3:10 PM;46;1;1
9;15.11.2019;11:47 AM;46;1;0
8;14.11.2019;2:49 PM;46;0;0
2;14.11.2019;5:12 PM;46;1;0
14;14.11.2019;9:15 AM;46;0;1
11;14.11.2019;3:26 PM;46;0;0
6;11.11.2019;8:44 AM;46;1;0
12;11.11.2019;9:33 AM;46;1;1
9;12.11.2019;1:59 PM;46;0;0
2;13.11.2019;11:13 AM;46;0;0
10;13.11.2019;9:11 AM;46;0;1
8;14.11.2019;4:45 PM;46;1;1
1;14.11.2019;11:23 AM;46;1;1
13;13.11.2019;3:08 PM;46;0;0
4;11.11.2019;8:04 AM;46;1;1
13;11.11.2019;3:27 PM;46;1;1
6;11.11.2019;1:35 PM;46;0;0
4;15.11.2019;12:38 PM;46;1;0
4;11.11.2019;4:09 PM;46;0;0
11;14.11.2019;1:53 PM;46;1;1
8;11.11.2019;10:41 AM;46;1;0
4;13.11.2019;2:18 PM;46;0;1
