MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
3;11.10.2019;2:28 PM;41;0;0
20;07.10.2019;4:26 PM;41;1;1
9;10.10.2019;10:59 AM;41;0;1
3;08.10.2019;9:23 AM;41;0;1
17;07.10.2019;3:39 PM;41;1;1
19;08.10.2019;12:04 PM;41;0;1
12;10.10.2019;3:20 PM;41;1;1
19;10.10.2019;11:13 AM;41;0;1
2;07.10.2019;12:41 PM;41;1;1
10;08.10.2019;3:35 PM;41;1;0
6;08.10.2019;8:54 AM;41;1;0
10;08.10.2019;11:29 AM;41;1;0
18;11.10.2019;7:45 AM;41;0;0
18;09.10.2019;10:41 AM;41;1;1
10;07.10.2019;2:19 PM;41;1;0
4;11.10.2019;3:23 PM;41;1;0
16;10.10.2019;1:55 PM;41;0;0
4;07.10.2019;11:39 AM;41;0;1
3;10.10.2019;12:41 PM;41;1;0
7;07.10.2019;11:28 AM;41;1;0
15;08.10.2019;3:09 PM;41;1;1
7;07.10.2019;12:18 PM;41;1;0
7;08.10.2019;8:33 AM;41;0;0
11;07.10.2019;10:44 AM;41;1;1
13;11.10.2019;10:11 AM;41;0;0
8;08.10.2019;10:01 AM;41;0;0
8;09.10.2019;12:38 PM;41;1;0
2;08.10.2019;12:01 PM;41;1;1
9;11.10.2019;2:35 PM;41;1;1
1;08.10.2019;12:37 PM;41;0;1
14;08.10.2019;7:43 AM;41;1;1
6;07.10.2019;3:17 PM;41;1;0
8;11.10.2019;12:06 PM;41;0;1
10;10.10.2019;11:05 AM;41;0;1
10;09.10.2019;11:14 AM;41;1;1
13;10.10.2019;1:46 PM;41;1;1
19;09.10.2019;11:21 AM;41;0;1
18;08.10.2019;8:25 AM;41;1;0
8;10.10.2019;3:44 PM;41;1;0
12;11.10.2019;7:40 AM;41;1;0
6;09.10.2019;2:40 PM;41;1;0
20;11.10.2019;3:07 PM;41;1;0
9;09.10.2019;4:05 PM;41;1;0
14;08.10.2019;1:44 PM;41;0;0
10;10.10.2019;3:25 PM;41;0;1
9;09.10.2019;9:21 AM;41;1;0
3;08.10.2019;11:14 AM;41;1;1
19;08.10.2019;10:18 AM;41;1;1
13;10.10.2019;8:18 AM;41;0;1
8;07.10.2019;8:26 AM;41;1;1
12;09.10.2019;3:23 PM;41;1;0
18;07.10.2019;4:11 PM;41;1;1
12;08.10.2019;10:15 AM;41;0;0
13;10.10.2019;11:07 AM;41;1;1
4;10.10.2019;7:36 AM;41;1;1
10;07.10.2019;2:28 PM;41;0;0
7;08.10.2019;11:51 AM;41;0;0
20;10.10.2019;9:54 AM;41;0;0
19;11.10.2019;12:05 PM;41;0;1
9;09.10.2019;2:05 PM;41;0;0
15;08.10.2019;3:52 PM;41;0;1
10;07.10.2019;2:16 PM;41;1;0
10;08.10.2019;1:08 PM;41;1;0
8;09.10.2019;4:21 PM;41;0;1
18;08.10.2019;8:32 AM;41;0;0
6;07.10.2019;10:10 AM;41;1;1
4;11.10.2019;12:27 PM;41;1;0
