MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
2;18.11.2019;2:31 PM;47;0;1
13;19.11.2019;9:49 AM;47;0;1
19;22.11.2019;12:48 PM;47;1;0
11;22.11.2019;3:44 PM;47;0;1
15;19.11.2019;4:19 PM;47;0;0
14;18.11.2019;3:35 PM;47;0;0
16;22.11.2019;9:47 AM;47;0;0
16;22.11.2019;12:57 PM;47;1;1
17;20.11.2019;1:22 PM;47;1;1
1;21.11.2019;9:04 AM;47;0;0
10;22.11.2019;2:47 PM;47;0;1
20;19.11.2019;1:22 PM;47;0;0
10;21.11.2019;8:29 AM;47;0;0
16;19.11.2019;12:32 PM;47;0;0
13;21.11.2019;4:39 PM;47;1;1
19;22.11.2019;1:02 PM;47;1;1
9;22.11.2019;8:01 AM;47;0;1
13;18.11.2019;1:05 PM;47;0;0
10;19.11.2019;11:13 AM;47;1;1
16;22.11.2019;9:44 AM;47;1;1
1;19.11.2019;8:22 AM;47;0;1
1;18.11.2019;4:27 PM;47;0;1
11;22.11.2019;1:35 PM;47;0;1
3;18.11.2019;4:24 PM;47;1;0
12;21.11.2019;3:31 PM;47;1;0
13;18.11.2019;7:44 AM;47;1;0
14;21.11.2019;8:59 AM;47;1;0
3;21.11.2019;8:23 AM;47;0;0
4;20.11.2019;1:02 PM;47;0;0
20;21.11.2019;12:27 PM;47;0;1
13;18.11.2019;1:08 PM;47;0;1
20;21.11.2019;11:36 AM;47;1;0
11;22.11.2019;12:53 PM;47;0;0
13;21.11.2019;11:54 AM;47;0;1
13;19.11.2019;9:27 AM;47;0;1
10;19.11.2019;10:28 AM;47;0;0
14;22.11.2019;3:57 PM;47;0;1
17;21.11.2019;3:52 PM;47;1;1
16;22.11.2019;1:16 PM;47;1;1
15;19.11.2019;12:52 PM;47;1;1
8;19.11.2019;9:23 AM;47;0;1
8;22.11.2019;8:18 AM;47;0;0
11;20.11.2019;4:24 PM;47;1;1
9;19.11.2019;8:29 AM;47;0;1
7;22.11.2019;9:35 AM;47;0;1
8;20.11.2019;8:21 AM;47;0;0
13;19.11.2019;8:24 AM;47;0;0
3;21.11.2019;4:49 PM;47;1;1
11;21.11.2019;8:58 AM;47;0;1
17;19.11.2019;2:30 PM;47;0;1
9;20.11.2019;1:47 PM;47;1;0
8;20.11.2019;1:52 PM;47;1;0
11;22.11.2019;8:08 AM;47;0;0
16;20.11.2019;3:21 PM;47;0;1
19;22.11.2019;9:46 AM;47;1;0
5;20.11.2019;7:33 AM;47;1;0
