MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
2;18.10.2019;9:26 AM;42;1;1
17;16.10.2019;4:20 PM;42;0;0
20;18.10.2019;12:35 PM;42;0;1
16;16.10.2019;11:12 AM;42;0;0
6;17.10.2019;4:45 PM;42;1;0
13;14.10.2019;9:32 AM;42;0;0
19;16.10.2019;11:37 AM;42;0;1
12;16.10.2019;10:27 AM;42;1;0
1;16.10.2019;5:09 PM;42;1;0
18;14.10.2019;5:11 PM;42;1;0
2;16.10.2019;7:48 AM;42;1;0
9;16.10.2019;4:18 PM;42;0;1
1;14.10.2019;1:16 PM;42;1;0
19;17.10.2019;10:49 AM;42;0;1
15;15.10.2019;10:36 AM;42;0;1
18;16.10.2019;1:55 PM;42;0;1
7;18.10.2019;10:56 AM;42;0;0
14;16.10.2019;12:07 PM;42;0;1
16;16.10.2019;7:43 AM;42;1;1
19;16.10.2019;11:53 AM;42;1;0
3;16.10.2019;1:02 PM;42;0;1
15;17.10.2019;12:37 PM;42;0;0
15;15.10.2019;2:57 PM;42;1;0
6;18.10.2019;10:35 AM;42;1;0
8;18.10.2019;3:40 PM;42;0;0
6;14.10.2019;11:06 AM;42;1;1
2;18.10.2019;9:00 AM;42;0;0
7;15.10.2019;1:48 PM;42;0;1
18;18.10.2019;1:42 PM;42;0;0
5;14.10.2019;10:23 AM;42;1;0
13;16.10.2019;11:38 AM;42;1;0
18;15.10.2019;2:02 PM;42;0;0
16;14.10.2019;2:38 PM;42;1;1
14;15.10.2019;9:49 AM;42;1;0
17;16.10.2019;8:10 AM;42;1;1
15;14.10.2019;8:53 AM;42;0;0
4;15.10.2019;9:01 AM;42;1;0
13;18.10.2019;2:37 PM;42;1;0
12;14.10.2019;10:29 AM;42;1;0
17;16.10.2019;2:22 PM;42;1;0
2;17.10.2019;12:38 PM;42;0;1
17;17.10.2019;11:03 AM;42;1;0
14;15.10.2019;12:39 PM;42;1;0
18;15.10.2019;3:45 PM;42;0;1
11;18.10.2019;4:32 PM;42;0;0
14;17.10.2019;10:54 AM;42;1;0
16;17.10.2019;11:34 AM;42;0;0
11;14.10.2019;10:34 AM;42;1;0
20;15.10.2019;9:15 AM;42;1;1
12;18.10.2019;9:41 AM;42;1;1
19;15.10.2019;3:29 PM;42;1;1
3;14.10.2019;11:36 AM;42;1;0
16;17.10.2019;8:39 AM;42;0;0
16;17.10.2019;9:29 AM;42;0;0
13;17.10.2019;2:30 PM;42;0;1
12;16.10.2019;2:47 PM;42;0;1
7;15.10.2019;9:47 AM;42;1;1
16;14.10.2019;10:05 AM;42;1;0
20;17.10.2019;7:53 AM;42;1;0
12;16.10.2019;5:13 PM;42;1;1
16;16.10.2019;10:00 AM;42;0;1
20;16.10.2019;11:26 AM;42;0;0
1;17.10.2019;1:37 PM;42;0;0
13;16.10.2019;7:49 AM;42;0;1
16;18.10.2019;8:26 AM;42;0;0
14;17.10.2019;5:07 PM;42;1;1
18;18.10.2019;12:54 PM;42;1;0
11;14.10.2019;8:11 AM;42;1;1
5;14.10.2019;8:28 AM;42;0;0
5;14.10.2019;2:14 PM;42;0;0
15;16.10.2019;8:56 AM;42;0;0
13;18.10.2019;9:48 AM;42;0;0
10;16.10.2019;10:13 AM;42;0;0
11;16.10.2019;7:42 AM;42;0;0
17;17.10.2019;9:47 AM;42;0;0
3;15.10.2019;8:30 AM;42;0;0
14;16.10.2019;12:30 PM;42;0;1
3;16.10.2019;2:20 PM;42;0;1
2;17.10.2019;8:18 AM;42;0;1
11;18.10.2019;4:23 PM;42;0;0
10;14.10.2019;7:53 AM;42;1;0
5;15.10.2019;11:31 AM;42;0;0
1;16.10.2019;4:55 PM;42;1;0
20;15.10.2019;4:42 PM;42;0;1
4;16.10.2019;3:24 PM;42;1;1
7;14.10.2019;1:31 PM;42;1;0
20;16.10.2019;1:18 PM;42;1;0
8;15.10.2019;4:53 PM;42;1;1
9;14.10.2019;1:01 PM;42;0;1
10;14.10.2019;7:52 AM;42;0;0
16;18.10.2019;7:39 AM;42;0;0
18;15.10.2019;11:16 AM;42;0;0
12;15.10.2019;12:06 PM;42;1;0
13;17.10.2019;10:52 AM;42;0;0
19;15.10.2019;1:42 PM;42;0;1
13;16.10.2019;10:04 AM;42;0;1
3;18.10.2019;3:26 PM;42;0;1
20;18.10.2019;9:27 AM;42;1;0
13;15.10.2019;10:12 AM;42;0;0
4;18.10.2019;2:10 PM;42;0;1
15;16.10.2019;12:21 PM;42;0;1
10;17.10.2019;12:09 PM;42;0;0
17;18.10.2019;12:15 PM;42;0;1
1;18.10.2019;12:15 PM;42;1;1
5;15.10.2019;1:36 PM;42;0;0
12;17.10.2019;3:48 PM;42;0;0
11;15.10.2019;3:17 PM;42;1;1
11;18.10.2019;12:11 PM;42;1;0
4;16.10.2019;3:34 PM;42;1;1
7;14.10.2019;4:42 PM;42;0;1
10;15.10.2019;3:58 PM;42;1;1
13;16.10.2019;10:11 AM;42;0;0
15;14.10.2019;4:48 PM;42;0;0
18;17.10.2019;2:13 PM;42;1;0
9;15.10.2019;8:39 AM;42;0;0
15;18.10.2019;2:19 PM;42;1;1
1;17.10.2019;12:53 PM;42;0;1
5;14.10.2019;11:28 AM;42;0;0
15;16.10.2019;12:05 PM;42;0;0
4;16.10.2019;4:33 PM;42;0;0
6;17.10.2019;7:34 AM;42;0;0
4;14.10.2019;10:10 AM;42;0;1
8;16.10.2019;5:12 PM;42;0;1
14;18.10.2019;11:31 AM;42;1;0
2;15.10.2019;12:15 PM;42;1;1
12;18.10.2019;1:37 PM;42;0;0
13;16.10.2019;4:30 PM;42;0;0
2;15.10.2019;2:57 PM;42;0;0
14;15.10.2019;1:59 PM;42;1;0
18;14.10.2019;1:56 PM;42;0;1
15;14.10.2019;1:00 PM;42;0;1
10;15.10.2019;1:39 PM;42;0;1
14;17.10.2019;8:12 AM;42;1;1
18;17.10.2019;8:54 AM;42;1;1
7;18.10.2019;1:18 PM;42;0;1
19;16.10.2019;1:46 PM;42;0;0
19;17.10.2019;10:01 AM;42;0;1
14;17.10.2019;2:00 PM;42;0;0
7;18.10.2019;9:20 AM;42;1;1
7;17.10.2019;7:54 AM;42;1;1
14;14.10.2019;4:14 PM;42;0;1
1;14.10.2019;2:14 PM;42;1;1
11;17.10.2019;12:56 PM;42;0;0
17;18.10.2019;10:53 AM;42;0;0
20;14.10.2019;2:39 PM;42;0;0
18;17.10.2019;4:59 PM;42;1;0
6;14.10.2019;8:35 AM;42;0;1
4;15.10.2019;11:58 AM;42;1;1
5;15.10.2019;10:49 AM;42;1;0
4;14.10.2019;12:26 PM;42;1;0
14;17.10.2019;9:32 AM;42;1;0
9;15.10.2019;1:10 PM;42;0;0
10;14.10.2019;7:49 AM;42;0;0
11;17.10.2019;8:51 AM;42;1;1
17;17.10.2019;2:26 PM;42;1;0
13;16.10.2019;12:51 PM;42;1;1
12;16.10.2019;7:30 AM;42;0;0
7;17.10.2019;12:10 PM;42;0;0
15;15.10.2019;2:58 PM;42;0;0
5;14.10.2019;2:28 PM;42;1;1
5;15.10.2019;3:17 PM;42;1;1
8;15.10.2019;4:15 PM;42;1;1
16;16.10.2019;11:35 AM;42;0;0
3;17.10.2019;3:30 PM;42;1;1
18;17.10.2019;11:36 AM;42;1;1
11;14.10.2019;10:00 AM;42;0;1
12;18.10.2019;10:58 AM;42;0;1
7;15.10.2019;11:47 AM;42;0;1
12;16.10.2019;9:43 AM;42;0;0
7;18.10.2019;3:31 PM;42;0;1
7;17.10.2019;2:45 PM;42;0;1
10;17.10.2019;10:26 AM;42;1;1
19;18.10.2019;12:53 PM;42;0;0
14;16.10.2019;11:17 AM;42;1;1
