MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
13;06.01.2020;4:13 PM;2;1;1
16;09.01.2020;5:15 PM;2;1;0
9;09.01.2020;12:20 PM;2;1;0
13;07.01.2020;8:56 AM;2;1;0
8;09.01.2020;3:05 PM;2;1;0
16;07.01.2020;4:40 PM;2;1;0
15;07.01.2020;3:58 PM;2;1;0
19;11.01.2020;3:19 PM;2;1;0
9;09.01.2020;1:04 PM;2;1;0
3;10.01.2020;10:49 AM;2;1;0
20;11.01.2020;12:08 PM;2;1;0
17;08.01.2020;4:30 PM;2;1;0
14;11.01.2020;2:04 PM;2;1;0
2;10.01.2020;1:36 PM;2;1;0
1;10.01.2020;2:34 PM;2;1;0
18;10.01.2020;9:27 AM;2;1;0
4;11.01.2020;8:37 AM;2;1;0
14;09.01.2020;10:26 AM;2;1;0
19;07.01.2020;10:12 AM;2;1;0
6;09.01.2020;4:30 PM;2;1;0
15;07.01.2020;3:53 PM;2;1;0
9;10.01.2020;9:31 AM;2;1;0
14;07.01.2020;2:03 PM;2;1;0
9;08.01.2020;1:39 PM;2;1;0
7;06.01.2020;1:58 PM;2;1;0
10;09.01.2020;10:49 AM;2;1;0
2;10.01.2020;3:20 PM;2;1;0
12;10.01.2020;1:09 PM;2;1;0
4;09.01.2020;2:42 PM;2;1;0
9;11.01.2020;9:52 AM;2;1;0
14;06.01.2020;2:18 PM;2;1;0
4;10.01.2020;2:33 PM;2;1;0
2;07.01.2020;2:26 PM;2;1;0
19;07.01.2020;3:17 PM;2;1;0
12;11.01.2020;11:29 AM;2;1;0
16;08.01.2020;1:20 PM;2;1;0
11;10.01.2020;8:22 AM;2;1;0
8;10.01.2020;4:02 PM;2;1;0
3;06.01.2020;1:05 PM;2;1;0
10;06.01.2020;9:00 AM;2;1;0
20;07.01.2020;12:26 PM;2;1;0
5;08.01.2020;2:53 PM;2;1;0
10;06.01.2020;4:35 PM;2;1;0
18;10.01.2020;12:29 PM;2;1;0
1;07.01.2020;8:24 AM;2;1;0
16;09.01.2020;7:42 AM;2;1;0
20;11.01.2020;11:29 AM;2;1;0
2;11.01.2020;1:40 PM;2;1;0
3;10.01.2020;10:46 AM;2;1;0
10;07.01.2020;8:10 AM;2;1;0
20;11.01.2020;8:31 AM;2;1;0
9;08.01.2020;5:11 PM;2;1;0
13;08.01.2020;4:36 PM;2;1;0
9;06.01.2020;4:52 PM;2;1;0
2;08.01.2020;4:44 PM;2;1;0
19;08.01.2020;7:52 AM;2;1;0
5;11.01.2020;11:32 AM;2;1;0
16;08.01.2020;2:49 PM;2;1;0
15;06.01.2020;9:20 AM;2;1;0
13;08.01.2020;10:14 AM;2;1;0
1;10.01.2020;2:02 PM;2;1;0
10;08.01.2020;4:04 PM;2;1;0
10;08.01.2020;9:53 AM;2;1;0
7;10.01.2020;12:32 PM;2;1;0
6;10.01.2020;1:35 PM;2;1;0
17;09.01.2020;2:11 PM;2;1;0
18;09.01.2020;10:22 AM;2;1;0
9;09.01.2020;4:00 PM;2;1;0
