MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
13;25.10.2019;2:25 PM;43;1;0
2;24.10.2019;4:59 PM;43;1;1
8;21.10.2019;4:11 PM;43;0;1
5;21.10.2019;1:42 PM;43;0;1
18;21.10.2019;11:06 AM;43;1;0
15;25.10.2019;8:17 AM;43;0;1
11;24.10.2019;9:34 AM;43;1;0
16;22.10.2019;10:36 AM;43;1;1
10;21.10.2019;10:51 AM;43;1;1
2;21.10.2019;12:03 PM;43;1;0
19;23.10.2019;9:40 AM;43;1;0
5;25.10.2019;2:36 PM;43;0;1
15;21.10.2019;1:57 PM;43;1;1
10;21.10.2019;11:19 AM;43;0;0
3;21.10.2019;4:57 PM;43;1;1
17;24.10.2019;4:15 PM;43;0;0
12;21.10.2019;8:58 AM;43;0;1
8;25.10.2019;2:30 PM;43;0;1
19;24.10.2019;9:52 AM;43;0;0
9;21.10.2019;8:12 AM;43;1;0
20;21.10.2019;1:30 PM;43;1;0
12;23.10.2019;10:20 AM;43;1;1
14;22.10.2019;9:44 AM;43;0;1
11;24.10.2019;9:31 AM;43;1;0
19;25.10.2019;12:03 PM;43;1;0
17;23.10.2019;12:57 PM;43;1;0
10;21.10.2019;4:41 PM;43;1;0
14;25.10.2019;9:19 AM;43;0;0
6;24.10.2019;8:58 AM;43;1;0
14;25.10.2019;8:24 AM;43;1;0
17;23.10.2019;3:07 PM;43;0;1
14;22.10.2019;12:45 PM;43;1;1
16;22.10.2019;10:47 AM;43;0;0
13;22.10.2019;2:09 PM;43;0;1
14;24.10.2019;9:27 AM;43;0;0
14;21.10.2019;11:37 AM;43;1;0
11;23.10.2019;1:17 PM;43;0;0
10;22.10.2019;12:07 PM;43;0;0
15;24.10.2019;11:23 AM;43;0;1
11;22.10.2019;3:32 PM;43;0;1
10;23.10.2019;8:51 AM;43;1;0
18;22.10.2019;4:21 PM;43;0;1
5;22.10.2019;3:36 PM;43;0;0
3;24.10.2019;7:32 AM;43;1;1
19;24.10.2019;11:39 AM;43;0;0
4;23.10.2019;9:07 AM;43;1;0
8;23.10.2019;4:46 PM;43;1;1
19;25.10.2019;10:14 AM;43;1;1
