MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
1;16.12.2019;11:50 AM;51;1;1
16;20.12.2019;3:10 PM;51;0;0
10;17.12.2019;9:29 AM;51;1;0
7;17.12.2019;12:14 PM;51;1;0
5;17.12.2019;8:23 AM;51;1;0
3;16.12.2019;10:00 AM;51;1;1
18;16.12.2019;1:16 PM;51;1;0
19;16.12.2019;2:57 PM;51;0;1
2;19.12.2019;7:38 AM;51;0;0
20;17.12.2019;4:05 PM;51;0;0
12;17.12.2019;11:23 AM;51;0;1
3;18.12.2019;11:24 AM;51;0;1
12;16.12.2019;8:53 AM;51;0;1
14;19.12.2019;8:41 AM;51;0;0
18;16.12.2019;2:34 PM;51;1;0
15;18.12.2019;11:37 AM;51;0;1
7;17.12.2019;9:01 AM;51;1;1
12;18.12.2019;7:53 AM;51;0;1
10;16.12.2019;2:36 PM;51;0;1
6;18.12.2019;2:02 PM;51;0;0
3;16.12.2019;3:21 PM;51;0;1
7;18.12.2019;3:25 PM;51;1;1
9;16.12.2019;4:06 PM;51;0;0
12;18.12.2019;7:45 AM;51;1;1
4;16.12.2019;4:12 PM;51;1;0
15;20.12.2019;4:28 PM;51;0;1
8;19.12.2019;10:36 AM;51;1;1
3;19.12.2019;10:51 AM;51;1;1
19;19.12.2019;2:02 PM;51;1;0
7;18.12.2019;3:18 PM;51;1;1
14;18.12.2019;9:16 AM;51;1;1
2;16.12.2019;12:07 PM;51;1;1
9;19.12.2019;1:59 PM;51;0;1
1;19.12.2019;11:52 AM;51;0;0
18;18.12.2019;8:27 AM;51;0;0
4;20.12.2019;1:52 PM;51;1;0
2;16.12.2019;8:39 AM;51;1;0
19;17.12.2019;4:00 PM;51;0;0
11;18.12.2019;9:06 AM;51;0;0
16;20.12.2019;3:15 PM;51;1;0
8;18.12.2019;5:15 PM;51;0;1
1;18.12.2019;2:13 PM;51;1;1
18;19.12.2019;4:10 PM;51;0;1
9;20.12.2019;12:11 PM;51;1;0
6;20.12.2019;2:59 PM;51;1;1
8;16.12.2019;4:02 PM;51;1;1
13;20.12.2019;4:34 PM;51;1;1
13;19.12.2019;10:38 AM;51;1;0
8;20.12.2019;11:56 AM;51;1;0
5;20.12.2019;12:50 PM;51;0;1
8;18.12.2019;1:33 PM;51;1;0
6;19.12.2019;9:52 AM;51;1;0
19;17.12.2019;3:44 PM;51;1;1
5;16.12.2019;12:06 PM;51;1;0
10;18.12.2019;3:20 PM;51;1;1
17;17.12.2019;3:14 PM;51;0;1
17;19.12.2019;12:39 PM;51;0;1
13;20.12.2019;10:42 AM;51;1;0
8;19.12.2019;1:22 PM;51;0;1
18;16.12.2019;8:02 AM;51;0;0
16;17.12.2019;10:31 AM;51;1;0
16;19.12.2019;4:15 PM;51;0;0
6;18.12.2019;11:56 AM;51;0;0
15;16.12.2019;10:02 AM;51;0;1
1;17.12.2019;2:58 PM;51;1;0
3;20.12.2019;3:17 PM;51;0;1
1;16.12.2019;10:44 AM;51;1;0
19;19.12.2019;9:45 AM;51;1;0
5;16.12.2019;9:46 AM;51;1;1
19;19.12.2019;12:25 PM;51;0;0
1;16.12.2019;2:20 PM;51;1;0
9;19.12.2019;3:46 PM;51;1;1
19;18.12.2019;3:08 PM;51;1;0
9;18.12.2019;12:38 PM;51;1;0
13;17.12.2019;7:32 AM;51;1;0
14;16.12.2019;9:15 AM;51;1;0
17;16.12.2019;1:43 PM;51;1;1
5;20.12.2019;3:32 PM;51;0;1
11;19.12.2019;1:16 PM;51;0;1
3;16.12.2019;5:09 PM;51;0;1
5;16.12.2019;5:00 PM;51;0;0
10;16.12.2019;8:59 AM;51;1;1
19;20.12.2019;4:53 PM;51;0;0
20;17.12.2019;11:06 AM;51;0;0
18;17.12.2019;2:24 PM;51;1;0
12;16.12.2019;1:00 PM;51;0;0
11;20.12.2019;11:53 AM;51;0;0
8;17.12.2019;4:24 PM;51;1;1
