MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
13;01.01.2020;10:52 AM;1;0;0
7;01.01.2020;9:45 AM;1;1;0
13;02.01.2020;9:45 AM;1;1;0
12;01.01.2020;9:50 AM;1;1;0
2;02.01.2020;2:12 PM;1;1;0
11;03.01.2020;3:11 PM;1;1;0
15;01.01.2020;4:11 PM;1;1;0
11;03.01.2020;9:28 AM;1;1;0
2;02.01.2020;12:09 PM;1;1;0
4;01.01.2020;1:04 PM;1;1;0
18;03.01.2020;12:57 PM;1;1;0
13;01.01.2020;5:02 PM;1;1;0
8;01.01.2020;9:40 AM;1;1;0
12;01.01.2020;4:33 PM;1;1;0
3;03.01.2020;8:58 AM;1;1;0
19;03.01.2020;3:09 PM;1;1;0
20;02.01.2020;10:18 AM;1;1;0
19;02.01.2020;11:37 AM;1;1;0
15;02.01.2020;7:50 AM;1;1;0
9;01.01.2020;4:54 PM;1;1;0
17;02.01.2020;2:58 PM;1;1;0
1;02.01.2020;8:35 AM;1;1;0
20;01.01.2020;9:41 AM;1;1;0
16;02.01.2020;9:27 AM;1;1;0
19;02.01.2020;10:44 AM;1;1;0
18;01.01.2020;8:09 AM;1;1;0
14;01.01.2020;4:31 PM;1;1;0
15;02.01.2020;8:48 AM;1;1;0
11;03.01.2020;2:26 PM;1;1;0
19;01.01.2020;8:33 AM;1;1;0
15;03.01.2020;3:59 PM;1;1;0
11;02.01.2020;4:40 PM;1;1;0
1;01.01.2020;11:32 AM;1;1;0
20;03.01.2020;8:55 AM;1;1;0
9;01.01.2020;8:31 AM;1;1;0
16;01.01.2020;7:35 AM;1;1;0
5;03.01.2020;11:58 AM;1;1;0
16;01.01.2020;10:29 AM;1;1;0
10;01.01.2020;3:56 PM;1;1;0
15;01.01.2020;10:35 AM;1;1;0
20;02.01.2020;12:55 PM;1;1;0
4;01.01.2020;9:33 AM;1;1;0
18;02.01.2020;11:07 AM;1;1;0
12;03.01.2020;11:52 AM;1;1;0
6;01.01.2020;4:51 PM;1;1;0
2;01.01.2020;11:27 AM;1;1;0
4;01.01.2020;8:15 AM;1;1;0
7;03.01.2020;3:28 PM;1;1;0
2;03.01.2020;12:54 PM;1;1;0
13;03.01.2020;8:35 AM;1;1;0
12;03.01.2020;8:58 AM;1;1;0
2;02.01.2020;12:09 PM;1;1;0
9;03.01.2020;11:26 AM;1;1;0
1;01.01.2020;9:39 AM;1;1;0
9;03.01.2020;3:44 PM;1;1;0
14;01.01.2020;5:05 PM;1;1;0
20;01.01.2020;11:55 AM;1;1;0
19;02.01.2020;2:27 PM;1;1;0
2;01.01.2020;8:04 AM;1;1;0
12;03.01.2020;8:58 AM;1;1;0
9;02.01.2020;12:58 PM;1;1;0
16;02.01.2020;10:33 AM;1;1;0
1;02.01.2020;8:53 AM;1;1;0
11;02.01.2020;1:15 PM;1;1;0
2;02.01.2020;11:53 AM;1;1;0
7;01.01.2020;10:57 AM;1;1;0
10;03.01.2020;4:54 PM;1;1;0
17;01.01.2020;9:36 AM;1;1;0
9;01.01.2020;9:38 AM;1;1;0
15;02.01.2020;2:45 PM;1;1;1
3;02.01.2020;10:06 AM;1;1;1
1;02.01.2020;1:35 PM;1;1;1
18;03.01.2020;5:08 PM;1;1;1
17;03.01.2020;9:22 AM;1;1;1
8;03.01.2020;12:12 PM;1;1;1
19;03.01.2020;10:06 AM;1;1;1
10;02.01.2020;4:24 PM;1;1;1
16;01.01.2020;2:52 PM;1;1;1
4;02.01.2020;1:53 PM;1;1;1
4;01.01.2020;10:23 AM;1;1;1
7;02.01.2020;7:31 AM;1;1;1
10;03.01.2020;7:38 AM;1;1;1
1;02.01.2020;2:11 PM;1;1;1
13;03.01.2020;9:01 AM;1;1;1
12;01.01.2020;10:53 AM;1;1;1
5;02.01.2020;8:56 AM;1;1;1
6;01.01.2020;3:47 PM;1;1;1
16;01.01.2020;11:14 AM;1;1;1
1;02.01.2020;3:09 PM;1;1;1
10;01.01.2020;1:50 PM;1;1;1
10;02.01.2020;8:29 AM;1;1;1
