MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
13;02.10.2019;1:48 PM;40;0;0
14;02.10.2019;7:48 AM;40;0;1
20;30.09.2019;11:46 AM;40;1;0
8;01.10.2019;3:10 PM;40;1;1
10;03.10.2019;1:25 PM;40;0;1
9;02.10.2019;12:38 PM;40;1;1
16;04.10.2019;9:40 AM;40;0;0
6;03.10.2019;10:36 AM;40;1;0
1;03.10.2019;3:43 PM;40;1;0
7;01.10.2019;9:35 AM;40;1;0
18;30.09.2019;10:09 AM;40;1;1
20;01.10.2019;7:59 AM;40;0;0
17;30.09.2019;4:47 PM;40;1;1
3;03.10.2019;3:30 PM;40;1;0
9;01.10.2019;1:47 PM;40;0;1
4;03.10.2019;7:46 AM;40;1;1
10;04.10.2019;3:03 PM;40;1;1
18;02.10.2019;2:14 PM;40;0;0
7;02.10.2019;10:35 AM;40;1;0
17;03.10.2019;11:15 AM;40;0;1
18;02.10.2019;9:55 AM;40;1;0
16;30.09.2019;2:09 PM;40;1;0
8;02.10.2019;4:18 PM;40;0;0
7;03.10.2019;8:46 AM;40;0;1
5;30.09.2019;2:18 PM;40;1;1
7;03.10.2019;7:56 AM;40;0;1
20;04.10.2019;1:42 PM;40;0;0
18;03.10.2019;7:49 AM;40;0;1
6;03.10.2019;4:40 PM;40;0;1
1;30.09.2019;1:31 PM;40;0;1
19;02.10.2019;4:00 PM;40;0;0
10;04.10.2019;4:40 PM;40;0;0
3;02.10.2019;4:42 PM;40;0;0
13;01.10.2019;1:17 PM;40;1;0
20;04.10.2019;1:54 PM;40;1;1
10;01.10.2019;9:49 AM;40;0;0
15;03.10.2019;11:12 AM;40;1;1
12;01.10.2019;12:07 PM;40;0;0
11;01.10.2019;1:26 PM;40;0;1
19;03.10.2019;5:03 PM;40;1;0
8;04.10.2019;8:46 AM;40;0;1
2;01.10.2019;9:02 AM;40;1;1
4;04.10.2019;2:34 PM;40;0;0
4;03.10.2019;1:00 PM;40;0;0
19;30.09.2019;11:14 AM;40;0;0
5;04.10.2019;1:01 PM;40;0;1
7;04.10.2019;3:20 PM;40;1;1
8;04.10.2019;4:58 PM;40;0;0
7;01.10.2019;9:21 AM;40;0;0
4;03.10.2019;2:35 PM;40;0;1
13;03.10.2019;5:01 PM;40;0;0
17;03.10.2019;2:13 PM;40;1;0
4;01.10.2019;8:27 AM;40;1;1
6;02.10.2019;4:27 PM;40;1;1
12;04.10.2019;7:54 AM;40;1;0
12;01.10.2019;2:38 PM;40;1;0
14;02.10.2019;4:11 PM;40;0;1
9;03.10.2019;4:08 PM;40;1;1
13;03.10.2019;8:36 AM;40;0;1
19;02.10.2019;8:45 AM;40;0;0
17;01.10.2019;11:52 AM;40;1;0
7;03.10.2019;9:59 AM;40;1;0
18;04.10.2019;3:07 PM;40;1;1
3;01.10.2019;2:48 PM;40;1;0
4;01.10.2019;10:15 AM;40;0;0
6;04.10.2019;10:51 AM;40;0;1
6;30.09.2019;8:33 AM;40;1;0
1;30.09.2019;3:30 PM;40;1;0
17;30.09.2019;3:45 PM;40;1;1
17;03.10.2019;12:55 PM;40;1;1
10;04.10.2019;4:33 PM;40;1;0
20;30.09.2019;8:13 AM;40;1;1
2;02.10.2019;3:29 PM;40;1;0
10;03.10.2019;3:53 PM;40;1;1
20;02.10.2019;11:17 AM;40;1;0
5;01.10.2019;1:19 PM;40;0;0
13;04.10.2019;1:19 PM;40;0;0
8;01.10.2019;1:05 PM;40;1;0
8;01.10.2019;9:29 AM;40;0;1
3;01.10.2019;12:06 PM;40;0;0
8;04.10.2019;9:29 AM;40;0;1
3;01.10.2019;11:57 AM;40;1;1
16;02.10.2019;4:42 PM;40;0;0
17;01.10.2019;9:14 AM;40;0;1
3;30.09.2019;9:48 AM;40;0;1
19;02.10.2019;8:15 AM;40;1;0
1;02.10.2019;4:39 PM;40;1;1
18;03.10.2019;12:22 PM;40;0;1
7;02.10.2019;3:43 PM;40;1;0
6;03.10.2019;4:06 PM;40;0;0
15;03.10.2019;8:45 AM;40;0;0
19;30.09.2019;12:23 PM;40;1;0
12;04.10.2019;5:03 PM;40;0;0
1;01.10.2019;9:05 AM;40;1;1
7;01.10.2019;7:45 AM;40;1;0
5;03.10.2019;11:52 AM;40;1;0
3;04.10.2019;4:49 PM;40;0;0
12;03.10.2019;4:31 PM;40;1;0
19;04.10.2019;12:16 PM;40;1;0
16;02.10.2019;8:57 AM;40;1;0
12;04.10.2019;7:54 AM;40;1;0
4;04.10.2019;2:18 PM;40;0;0
12;30.09.2019;8:56 AM;40;0;1
5;01.10.2019;8:28 AM;40;1;1
11;01.10.2019;12:36 PM;40;0;1
16;30.09.2019;3:13 PM;40;0;0
14;04.10.2019;10:38 AM;40;0;1
7;03.10.2019;9:31 AM;40;0;1
9;04.10.2019;9:23 AM;40;1;0
13;04.10.2019;3:34 PM;40;0;0
1;02.10.2019;12:41 PM;40;0;0
9;03.10.2019;8:15 AM;40;0;1
17;02.10.2019;8:39 AM;40;0;0
7;04.10.2019;12:29 PM;40;1;0
5;04.10.2019;12:29 PM;40;0;1
13;02.10.2019;9:30 AM;40;0;1
12;30.09.2019;12:47 PM;40;1;1
8;03.10.2019;1:04 PM;40;0;0
16;02.10.2019;1:43 PM;40;1;0
3;01.10.2019;12:37 PM;40;1;1
7;30.09.2019;11:00 AM;40;0;0
16;04.10.2019;1:33 PM;40;0;0
1;01.10.2019;4:23 PM;40;0;1
4;04.10.2019;11:49 AM;40;0;1
2;01.10.2019;4:46 PM;40;0;1
3;01.10.2019;7:37 AM;40;0;1
14;30.09.2019;4:41 PM;40;0;0
11;03.10.2019;4:08 PM;40;1;0
8;03.10.2019;7:56 AM;40;0;0
11;03.10.2019;9:17 AM;40;0;1
18;02.10.2019;10:44 AM;40;0;1
20;01.10.2019;4:14 PM;40;0;0
7;01.10.2019;11:52 AM;40;0;0
3;04.10.2019;1:44 PM;40;0;0
5;04.10.2019;8:28 AM;40;0;0
10;02.10.2019;4:47 PM;40;1;0
11;01.10.2019;4:17 PM;40;1;0
7;04.10.2019;10:14 AM;40;1;1
7;01.10.2019;1:17 PM;40;0;0
17;30.09.2019;3:28 PM;40;1;0
3;03.10.2019;9:35 AM;40;1;0
18;01.10.2019;2:29 PM;40;1;0
11;02.10.2019;3:32 PM;40;0;1
10;01.10.2019;3:23 PM;40;0;0
5;03.10.2019;12:04 PM;40;0;1
2;03.10.2019;7:49 AM;40;1;0
18;04.10.2019;10:37 AM;40;1;0
11;30.09.2019;4:01 PM;40;1;0
15;30.09.2019;1:56 PM;40;1;1
16;03.10.2019;11:59 AM;40;0;0
15;01.10.2019;12:36 PM;40;0;0
11;02.10.2019;9:25 AM;40;0;0
8;02.10.2019;8:14 AM;40;0;0
11;04.10.2019;9:57 AM;40;1;1
10;03.10.2019;12:30 PM;40;1;0
18;03.10.2019;3:10 PM;40;0;1
5;01.10.2019;8:24 AM;40;0;0
18;30.09.2019;1:18 PM;40;1;0
1;03.10.2019;10:49 AM;40;1;1
9;04.10.2019;8:14 AM;40;0;0
6;04.10.2019;9:23 AM;40;0;1
17;30.09.2019;3:29 PM;40;0;0
18;01.10.2019;10:08 AM;40;0;1
19;02.10.2019;1:10 PM;40;1;0
18;01.10.2019;2:24 PM;40;1;1
13;01.10.2019;11:36 AM;40;0;1
2;02.10.2019;3:35 PM;40;0;0
5;04.10.2019;10:00 AM;40;0;0
10;03.10.2019;10:14 AM;40;0;0
