MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
11;31.10.2019;1:42 PM;44;1;1
13;30.10.2019;8:09 AM;44;1;0
1;30.10.2019;12:22 PM;44;0;0
9;31.10.2019;8:41 AM;44;1;0
16;31.10.2019;9:08 AM;44;1;0
9;28.10.2019;10:51 AM;44;0;1
19;30.10.2019;4:08 PM;44;0;1
1;01.11.2019;7:41 AM;44;0;0
16;30.10.2019;4:09 PM;44;1;0
12;29.10.2019;8:27 AM;44;1;0
14;31.10.2019;2:38 PM;44;1;1
11;30.10.2019;2:43 PM;44;0;0
16;28.10.2019;5:03 PM;44;0;1
19;01.11.2019;9:05 AM;44;1;0
10;31.10.2019;8:49 AM;44;1;0
9;28.10.2019;12:01 PM;44;1;1
8;29.10.2019;4:52 PM;44;0;0
18;01.11.2019;4:44 PM;44;0;0
11;28.10.2019;11:10 AM;44;1;1
12;29.10.2019;4:52 PM;44;0;0
14;30.10.2019;8:14 AM;44;1;0
8;30.10.2019;3:28 PM;44;1;0
8;01.11.2019;10:23 AM;44;0;0
17;28.10.2019;12:53 PM;44;0;0
15;01.11.2019;9:30 AM;44;1;1
15;01.11.2019;3:07 PM;44;0;1
14;28.10.2019;10:28 AM;44;1;0
16;29.10.2019;3:51 PM;44;1;1
3;31.10.2019;3:22 PM;44;1;1
20;31.10.2019;10:52 AM;44;0;0
12;28.10.2019;2:23 PM;44;1;1
20;30.10.2019;1:09 PM;44;0;0
14;29.10.2019;1:04 PM;44;0;0
11;29.10.2019;12:30 PM;44;0;1
15;01.11.2019;2:03 PM;44;1;0
9;28.10.2019;9:36 AM;44;1;0
19;31.10.2019;9:53 AM;44;0;0
16;29.10.2019;11:14 AM;44;1;1
4;29.10.2019;10:08 AM;44;1;1
9;28.10.2019;3:59 PM;44;1;1
2;30.10.2019;9:21 AM;44;1;1
1;28.10.2019;4:02 PM;44;1;0
17;01.11.2019;3:38 PM;44;1;0
8;31.10.2019;11:31 AM;44;1;1
12;31.10.2019;3:16 PM;44;0;0
3;29.10.2019;3:15 PM;44;0;1
19;31.10.2019;12:01 PM;44;0;1
6;29.10.2019;11:20 AM;44;0;1
10;29.10.2019;2:30 PM;44;1;0
19;30.10.2019;10:17 AM;44;0;1
7;01.11.2019;5:02 PM;44;1;0
18;01.11.2019;5:14 PM;44;1;1
5;28.10.2019;12:59 PM;44;1;1
7;29.10.2019;3:10 PM;44;1;1
15;30.10.2019;3:16 PM;44;0;0
1;29.10.2019;8:28 AM;44;1;1
14;31.10.2019;3:44 PM;44;0;0
9;28.10.2019;4:43 PM;44;0;1
19;28.10.2019;2:07 PM;44;0;1
13;30.10.2019;10:06 AM;44;1;1
8;31.10.2019;2:26 PM;44;0;1
20;30.10.2019;9:31 AM;44;0;0
3;01.11.2019;7:55 AM;44;1;0
19;01.11.2019;9:31 AM;44;1;1
1;29.10.2019;10:34 AM;44;1;0
6;31.10.2019;8:47 AM;44;1;1
15;30.10.2019;8:04 AM;44;1;1
15;01.11.2019;12:12 PM;44;1;0
4;01.11.2019;7:39 AM;44;1;1
4;01.11.2019;4:08 PM;44;1;0
17;31.10.2019;8:39 AM;44;1;1
7;28.10.2019;11:20 AM;44;1;1
2;31.10.2019;8:18 AM;44;1;1
20;31.10.2019;9:26 AM;44;1;1
9;30.10.2019;3:29 PM;44;0;0
6;01.11.2019;10:01 AM;44;0;1
2;01.11.2019;2:48 PM;44;0;0
12;28.10.2019;5:08 PM;44;0;0
14;01.11.2019;1:04 PM;44;0;0
6;29.10.2019;8:33 AM;44;1;0
20;28.10.2019;3:37 PM;44;1;1
17;01.11.2019;11:47 AM;44;1;0
7;29.10.2019;10:21 AM;44;0;0
13;29.10.2019;10:26 AM;44;0;1
6;29.10.2019;11:17 AM;44;0;0
2;31.10.2019;5:12 PM;44;0;1
20;01.11.2019;12:03 PM;44;0;0
5;31.10.2019;7:39 AM;44;0;0
11;01.11.2019;1:22 PM;44;0;0
7;01.11.2019;7:38 AM;44;0;1
13;29.10.2019;4:09 PM;44;1;1
18;31.10.2019;10:22 AM;44;1;1
5;30.10.2019;4:06 PM;44;1;1
10;01.11.2019;3:42 PM;44;1;0
7;31.10.2019;8:42 AM;44;1;1
19;29.10.2019;2:02 PM;44;0;1
5;29.10.2019;11:51 AM;44;1;1
11;30.10.2019;12:14 PM;44;0;0
1;01.11.2019;8:59 AM;44;1;0
1;30.10.2019;8:39 AM;44;1;1
20;01.11.2019;1:39 PM;44;1;0
6;01.11.2019;10:29 AM;44;1;0
9;01.11.2019;10:20 AM;44;0;1
