MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
11;26.12.2019;8:08 AM;52;1;0
17;24.12.2019;5:13 PM;52;0;0
19;23.12.2019;8:55 AM;52;0;1
8;23.12.2019;3:10 PM;52;0;1
12;26.12.2019;5:15 PM;52;1;0
5;26.12.2019;4:08 PM;52;0;0
7;26.12.2019;1:40 PM;52;0;0
14;26.12.2019;11:53 AM;52;0;0
3;23.12.2019;2:48 PM;52;0;1
18;27.12.2019;7:36 AM;52;0;1
16;27.12.2019;8:24 AM;52;0;1
3;25.12.2019;4:40 PM;52;1;0
12;25.12.2019;2:04 PM;52;1;0
8;26.12.2019;9:15 AM;52;1;1
2;26.12.2019;4:48 PM;52;1;0
9;24.12.2019;1:21 PM;52;0;0
1;26.12.2019;3:59 PM;52;0;1
18;27.12.2019;7:52 AM;52;0;1
5;25.12.2019;9:13 AM;52;1;1
8;26.12.2019;2:30 PM;52;1;0
7;24.12.2019;11:33 AM;52;1;0
15;23.12.2019;12:08 PM;52;1;0
16;26.12.2019;3:57 PM;52;1;1
15;27.12.2019;8:02 AM;52;0;0
9;27.12.2019;8:27 AM;52;1;1
19;24.12.2019;10:56 AM;52;0;0
2;25.12.2019;9:27 AM;52;1;1
3;23.12.2019;2:23 PM;52;0;0
14;27.12.2019;2:17 PM;52;1;0
12;27.12.2019;3:30 PM;52;1;0
18;27.12.2019;10:06 AM;52;0;1
11;25.12.2019;8:58 AM;52;0;1
2;23.12.2019;4:10 PM;52;1;0
10;27.12.2019;3:08 PM;52;1;0
13;26.12.2019;12:18 PM;52;1;1
19;25.12.2019;8:25 AM;52;1;0
3;27.12.2019;8:39 AM;52;0;1
3;25.12.2019;8:48 AM;52;1;0
6;27.12.2019;7:47 AM;52;1;1
18;23.12.2019;8:01 AM;52;1;0
10;24.12.2019;9:03 AM;52;0;0
19;26.12.2019;7:41 AM;52;1;1
9;25.12.2019;10:37 AM;52;0;0
18;24.12.2019;8:38 AM;52;0;1
5;26.12.2019;10:35 AM;52;1;1
16;27.12.2019;8:38 AM;52;0;0
20;25.12.2019;11:30 AM;52;1;0
17;25.12.2019;10:05 AM;52;1;1
18;26.12.2019;3:34 PM;52;1;1
19;25.12.2019;8:40 AM;52;1;0
14;26.12.2019;9:28 AM;52;1;1
9;24.12.2019;10:13 AM;52;1;0
17;23.12.2019;2:54 PM;52;0;1
16;26.12.2019;1:58 PM;52;0;1
16;23.12.2019;11:56 AM;52;0;0
17;26.12.2019;9:17 AM;52;1;1
8;27.12.2019;4:53 PM;52;0;1
16;25.12.2019;11:10 AM;52;1;1
7;25.12.2019;11:35 AM;52;1;0
3;24.12.2019;3:30 PM;52;0;0
20;27.12.2019;8:07 AM;52;1;1
2;23.12.2019;8:57 AM;52;1;0
12;25.12.2019;10:50 AM;52;0;1
19;23.12.2019;1:16 PM;52;0;0
13;23.12.2019;9:22 AM;52;0;1
20;23.12.2019;11:56 AM;52;0;0
19;24.12.2019;10:31 AM;52;0;1
7;27.12.2019;10:21 AM;52;1;1
3;25.12.2019;10:11 AM;52;1;0
5;27.12.2019;1:39 PM;52;0;0
6;24.12.2019;1:42 PM;52;1;1
16;26.12.2019;11:29 AM;52;0;1
11;27.12.2019;10:53 AM;52;1;1
4;26.12.2019;9:15 AM;52;1;0
4;27.12.2019;12:48 PM;52;1;1
13;25.12.2019;5:15 PM;52;1;1
8;24.12.2019;2:33 PM;52;1;0
20;23.12.2019;4:02 PM;52;1;0
4;25.12.2019;2:32 PM;52;1;0
5;26.12.2019;9:39 AM;52;1;0
11;26.12.2019;2:15 PM;52;1;0
15;27.12.2019;10:33 AM;52;0;1
4;24.12.2019;4:21 PM;52;1;0
13;24.12.2019;1:30 PM;52;0;1
13;23.12.2019;12:41 PM;52;1;0
17;25.12.2019;12:37 PM;52;0;1
12;26.12.2019;7:30 AM;52;0;0
8;27.12.2019;1:33 PM;52;0;1
5;24.12.2019;12:09 PM;52;0;0
15;27.12.2019;11:01 AM;52;0;1
9;24.12.2019;4:34 PM;52;1;1
10;27.12.2019;8:55 AM;52;1;1
20;23.12.2019;9:09 AM;52;1;1
13;23.12.2019;3:04 PM;52;1;1
19;24.12.2019;5:14 PM;52;1;0
16;23.12.2019;12:52 PM;52;1;1
19;25.12.2019;8:09 AM;52;0;1
10;26.12.2019;9:40 AM;52;0;0
4;26.12.2019;12:13 PM;52;0;1
5;27.12.2019;8:37 AM;52;1;0
16;26.12.2019;3:21 PM;52;1;1
13;27.12.2019;4:47 PM;52;1;0
10;27.12.2019;1:18 PM;52;0;0
7;27.12.2019;8:05 AM;52;0;1
7;24.12.2019;7:57 AM;52;1;0
8;27.12.2019;9:37 AM;52;1;0
11;26.12.2019;9:57 AM;52;1;0
14;24.12.2019;11:48 AM;52;1;1
20;25.12.2019;8:27 AM;52;0;0
4;25.12.2019;2:15 PM;52;1;1
14;26.12.2019;12:46 PM;52;0;1
1;23.12.2019;2:10 PM;52;1;1
6;27.12.2019;8:30 AM;52;0;0
