MitarbeiterID;_Antwort-ID;Resume-Code;Start;Datum und Zeit;Teilnahmestatus;5. Bitte beantworten Sie jede der nachfolgenden Fragen;Meine Arbeit ist für mich nur noch Routine, ich habe keinen persönlichen Bezug dazu.;Es fällt mir immer schwerer, mich bei der Arbeit auf andere Menschen einzustellen.;Ich kann anderen Menschen bei meiner Arbeit immer weniger Wertschätzung entgegen bringen.;Meine Kunden/Kollegen sind mir zunehmend gleichgültig.;Ich bemerke, dass ich in meinem Arbeitsalltag immer zynischer werde.;Ich lasse nichts mehr an mich herankommen.;Ich fühle mich häufig müde oder ausgelaugt.;Es fällt mir schwer, mich zu meiner Arbeit aufzuraffen.;Ich bin oft gereizt.;Ich fühle mich häufig körperlich geschwächt.;Meine Arbeit macht mir keine Freude mehr;Ich fühle mich häufig emotional erschöpft.;Ich erhalte kaum positive Rückmeldungen über meine Arbeitsleistung.;Ich zweifle häufig daran, dass meine Arbeit sinnvoll ist.;Die Anforderungen an mich sind in den letzten Jahren immer höher geworden;Ich habe das Gefühl, dass ich immer mehr mache und trotzdem immer weniger bewältige.;Egal, wie sehr ich mich bemühe, ich erreiche nichts.;Ich glaube, dass alle meine Anstrengungen letztlich wirkungslos bleibe;6. Auf einer Skala von 1 (sehr schlecht) bis 10 (sehr gut) würde ich meine Stimmung seit der letzten Umfrage wie folgt bewerten:
1;64039215;3D12993;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;2;2;1;2;4;0;3;1;2;1;0;3;3;5;1;4;0;5;6
2;64039216;3D12994;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;2;0;4;1;1;5;5;2;5;4;3;1;1;3;4;3;4;1;5
3;64039217;3D12995;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;2;2;2;4;1;4;4;1;1;3;1;5;3;0;5;0;4;2;2
4;64039218;3D12996;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;1;1;1;3;0;5;4;4;0;4;1;4;0;1;1;0;3;3;2
5;64039219;3D12997;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;1;0;2;3;0;0;0;1;1;2;0;3;4;5;4;0;5;0;7
6;64039220;3D12998;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;5;3;1;5;2;3;4;1;3;1;1;5;1;3;0;4;4;5;8
7;64039221;3D12999;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;5;2;0;1;5;1;5;2;2;4;5;2;5;3;4;0;4;1;7
8;64039222;3D1299A;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;3;5;5;3;5;5;5;5;3;5;3;3;3;3;2;0;4;3;6
9;64039223;3D1299B;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;3;1;2;4;0;4;3;3;5;0;5;4;1;0;2;0;2;3;2
10;64039224;3D1299C;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;3;5;5;5;4;3;3;5;0;2;0;0;1;2;1;5;4;1;5
11;64039225;3D1299D;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;3;5;1;0;1;1;2;5;0;1;2;5;2;0;1;1;2;4;2
12;64039226;3D1299E;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;5;1;2;5;0;4;3;4;2;5;4;2;4;4;4;0;5;3;6
13;64039227;3D1299F;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;4;5;5;4;5;4;5;5;1;0;2;2;5;2;2;2;2;3;7
14;64039228;3D129A0;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;3;2;0;4;3;4;2;5;5;3;3;1;3;2;1;1;5;4;4
15;64039229;3D129A1;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;0;4;2;0;3;2;2;3;5;4;4;5;2;3;4;5;1;3;8
16;64039230;3D129A2;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;0;0;3;2;3;3;2;5;1;5;5;3;3;2;0;5;1;4;8
17;64039231;3D129A3;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;1;5;5;4;2;5;0;0;0;1;1;3;2;4;0;4;3;2;5
18;64039232;3D129A4;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;4;5;5;4;3;1;2;3;2;0;1;1;3;1;5;1;4;2;1
19;64039233;3D129A5;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;0;4;5;5;4;1;1;3;0;2;2;3;0;4;3;2;0;4;6
20;64039234;3D129A6;15.04.2019 10:25;15.04.2019 10:31;teilgenommen und beendet;;3;4;0;4;4;4;2;3;3;3;2;5;3;5;5;5;5;3;5
